Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
"217Chris BashamSheff Utd, 33, D(CR),M(CR)","Chris Basham Sheff Utd, 33, D(CR),M(CR)",31,2586,2.2,1.6,0.8,0.3,3.3,0.8,0.5,-,6.69,-,1,0.3,0.4,0.9,0.2,0.6,1,1,0.4,34.1,82.8,0.2,1.2,-
"218Héctor BellerínArsenal, 27, D(R),M(R)","Héctor Bellerín Arsenal, 27, D(R),M(R)",24(1),2093,1.2,1.3,0.8,0.1,1.2,1.2,0.3,-,6.69,1,2,0.6,0.8,0.3,-,0.2,1,2,0.8,44.6,83.8,0.5,0.7,0.1
"219Daniel PodenceWolves, 26, AM(CLR),FW","Daniel Podence Wolves, 26, AM(CLR),FW",22(2),1679,0.5,0.5,0.6,-,0.1,0.7,-,-,6.68,3,2,1.3,0.9,1.1,0.2,1,1.5,2,0.9,25.0,77.7,0.3,1.8,-
"220Kieran TierneyArsenal, 24, D(CL),M(L)","Kieran Tierney Arsenal, 24, D(CL),M(L)",26(1),2302,1.0,0.6,0.5,0.2,2.1,0.7,0.4,-,6.68,1,3,0.6,1.1,0.7,-,0.5,0.9,3,1.1,43.7,79.6,0.9,1.6,-
"201Ozan KabakLiverpool, 22, D(C)","Ozan Kabak Liverpool, 22, D(C)",9,803,2.1,1.3,1.3,0.9,3,0.3,0.2,-,6.72,-,-,0.1,0.1,0.3,-,0.3,0.4,-,0.1,64.9,88.7,-,1.7,-
"202Matthew LowtonBurnley, 32, D(LR),M(R)","Matthew Lowton Burnley, 32, D(LR),M(R)",34,3060,1.6,1.6,0.6,0.3,2.3,1.2,0.4,-,6.71,1,1,0.6,0.8,0.4,-,0.3,1.1,1,0.8,35.1,68.8,0.4,3.2,0.1
"203Pablo MaríArsenal, 28, D(C)","Pablo Marí Arsenal, 28, D(C)",10,900,1.5,0.9,0.8,0.6,2.9,0.5,0.7,-,6.71,-,-,0.2,0.1,0.4,-,-,0.1,-,0.1,62.7,87.7,-,1.8,-
"204Robin OlsenEverton, 32, GK","Robin Olsen Everton, 32, GK",7,630,-,-,-,-,0.7,-,-,-,6.71,-,-,-,-,0.1,-,-,-,-,-,25.1,65.9,-,6.4,-
"205David ButtonWest Brom, 33, GK","David Button West Brom, 33, GK",1,90,-,-,-,-,2,-,-,-,6.71,-,-,-,-,-,-,-,-,-,-,36.0,47.2,-,9.0,-
"206Fabián BalbuenaWest Ham, 30, D(C)","Fabián Balbuena West Ham, 30, D(C)",13(1),1198,1.7,1.8,0.9,0.4,4.4,0.6,0.4,-,6.71,1,-,0.6,-,0.2,-,-,0.2,-,-,34.4,75.1,-,3.1,-
"207Rhys WilliamsLiverpool, 21, D(C)","Rhys Williams Liverpool, 21, D(C)",7(2),661,0.7,0.7,0.4,0.4,2.9,-,0.3,-,6.71,-,-,0.8,0.2,0.2,-,-,-,-,0.2,56.0,87.3,-,2.1,0.1
"208Hakim ZiyechChelsea, 29, M(CLR)","Hakim Ziyech Chelsea, 29, M(CLR)",15(8),1180,0.6,0.4,0.8,-,-,0.6,-,-,6.71,2,3,1.5,1.5,0.7,0.2,0.7,1.3,3,1.5,29.0,79.1,0.5,1.1,-
"209Jan BednarekSouthampton, 26, D(C)","Jan Bednarek Southampton, 26, D(C)",36,3104,1,2.3,0.8,0.8,3.7,0.7,0.8,1,6.7,1,1,0.3,0.1,0.4,-,0.1,0.3,1,0.1,57.4,82.4,-,2.3,-
"210Japhet TangangaTottenham, 23, D(CR)","Japhet Tanganga Tottenham, 23, D(CR)",6,489,0.8,0.5,1.8,0.3,2.2,0.3,0.8,-,6.7,-,-,0.3,0.2,1.2,-,0.8,0.3,-,0.2,33.2,80.9,0.2,0.5,0.2
"191Tosin AdarabioyoFulham, 24, D(CR)","Tosin Adarabioyo Fulham, 24, D(CR)",33,2954,1.1,1.3,0.5,0.8,5.8,0.6,0.6,1,6.73,-,-,0.5,0.2,0.2,0.1,0.2,0.4,-,0.2,57.7,86.2,-,3.6,-
"192Angelo OgbonnaWest Ham, 33, D(C)","Angelo Ogbonna West Ham, 33, D(C)",28,2493,0.9,1.1,1.0,0.5,4.1,0.3,0.4,-,6.73,3,-,0.5,0.1,0.3,-,0.2,0.1,-,0.1,36.4,81.3,-,1.8,-
"193Gabriel MagalhãesArsenal, 24, D(C)","Gabriel Magalhães Arsenal, 24, D(C)",22(1),1997,1.1,1.1,1.0,0.5,3.2,0.3,0.8,-,6.73,2,-,0.7,0.1,1.1,-,0.3,0.2,-,0.1,67.4,85.7,-,2.2,-
"194Callum Hudson-OdoiChelsea, 21, M(CLR)","Callum Hudson-Odoi Chelsea, 21, M(CLR)",10(13),1060,1.0,0.3,0.5,-,0.2,0.6,-,-,6.73,2,3,1.0,1.4,0.3,0.2,0.7,0.6,3,1.4,25.0,86.1,0.7,1.2,-
"195Tariq LampteyBrighton, 21, D(R),M(R)","Tariq Lamptey Brighton, 21, D(R),M(R)",11,891,1.5,1.7,1.9,0.1,0.8,0.6,0.1,-,6.73,1,1,0.5,0.9,2.5,0.1,0.5,1.9,1,0.9,34.0,78.1,0.9,0.4,-
"196David McGoldrickSheff Utd, 34, AM(CLR),FW","David McGoldrick Sheff Utd, 34, AM(CLR),FW",28(7),2402,0.9,0.1,1.3,-,0.7,0.5,0.1,-,6.72,8,1,2.0,0.5,0.9,0.5,1.3,2.5,1,0.5,26.0,74.7,0.1,0.7,-
"197Mason GreenwoodMan Utd, 20, AM(R),FW","Mason Greenwood Man Utd, 20, AM(R),FW",21(10),1826,0.4,0.2,0.5,-,-,0.5,-,-,6.72,7,2,2.2,0.5,0.6,0.1,0.9,1.1,2,0.5,23.0,85.0,0.2,0.8,0.1
"198Martin ØdegaardArsenal, 23, AM(CR)","Martin Ødegaard Arsenal, 23, AM(CR)",9(5),866,0.6,0.1,0.1,-,0.4,0.7,-,-,6.72,1,2,1.1,1.4,0.6,0.1,0.8,1.0,2,1.4,35.4,90.9,0.7,0.9,-
"199Sergio ReguilónTottenham, 25, D(L),M(L)","Sergio Reguilón Tottenham, 25, D(L),M(L)",26(1),2249,1.7,1.2,1.0,0.3,1.5,0.9,0.3,1,6.72,-,3,0.7,0.6,0.7,-,0.6,1.3,3,0.6,44.4,77.3,0.6,1.4,-
"200Conor TownsendWest Brom, 29, D(CL),M(L)","Conor Townsend West Brom, 29, D(CL),M(L)",25,2235,1.8,1.4,0.6,0.1,2,0.8,0.6,-,6.72,-,2,0.4,0.9,1.0,0.1,0.3,1.3,2,0.9,36.7,76.7,0.6,1.8,-
"181Thomas ParteyArsenal, 28, D(R),M(CR)","Thomas Partey Arsenal, 28, D(R),M(CR)",18(6),1537,1.8,1,0.8,-,0.6,1.3,0.2,-,6.75,-,2,1.1,0.5,0.7,-,0.4,0.9,2,0.5,47.5,87.2,-,2.7,0.1
"182JoelintonNewcastle, 25, AM(CLR),FW","Joelinton Newcastle, 25, AM(CLR),FW",23(8),1990,1.1,0.3,0.8,-,0.7,0.7,0.1,-,6.75,4,2,1.4,0.5,1.2,0.2,1.4,2.6,2,0.5,18.8,73.0,-,0.3,-
"183Christian PulisicChelsea, 23, M(CLR),FW","Christian Pulisic Chelsea, 23, M(CLR),FW",18(9),1738,0.7,0.4,0.5,-,0.3,0.5,0.1,-,6.74,4,2,1.6,0.9,1.2,0.1,1.1,2.5,2,0.9,24.5,82.9,0.2,0.4,-
"184Marc AlbrightonLeicester, 32, D(R),M(LR)","Marc Albrighton Leicester, 32, D(R),M(LR)",17(14),1744,1.1,0.5,0.3,0.1,0.6,0.9,0.1,-,6.74,1,5,0.7,1.2,0.6,0.1,0.9,1.1,5,1.2,24.2,73.3,0.7,1.3,-
"185Çaglar SöyüncüLeicester, 25, D(C)","Çaglar Söyüncü Leicester, 25, D(C)",19(4),1816,1.2,1.2,0.8,0.6,3.4,0.6,0.4,-,6.74,1,-,0.4,0.3,0.7,-,0.2,0.3,-,0.3,60.1,88.0,0.2,2.1,-
"186Alphonse AreolaFulham, 29, GK","Alphonse Areola Fulham, 29, GK",36,3240,-,-,-,-,1.1,0.1,-,-,6.74,-,-,-,-,0.1,-,-,-,-,-,23.3,68.7,-,4.4,-
"187Christian FuchsLeicester, 36, D(CL),M(L)","Christian Fuchs Leicester, 36, D(CL),M(L)",8(1),702,2,1.8,1.6,-,3.3,0.8,0.4,-,6.74,-,-,0.4,0.1,0.6,-,0.1,0.2,-,0.1,58.2,82.1,0.1,2.7,-
"188Sam JohnstoneWest Brom, 29, GK","Sam Johnstone West Brom, 29, GK",37,3330,-,0.1,-,-,1.0,-,-,-,6.74,-,1,-,-,0.1,-,-,-,1,-,29.9,43.2,-,8.4,-
"189AlissonLiverpool, 29, GK","Alisson Liverpool, 29, GK",33,2970,0.1,0.1,-,-,1.3,-,-,-,6.73,1,-,-,-,0.2,-,-,-,-,-,29.9,84.6,-,3.2,-
"190Granit XhakaArsenal, 29, D(L),M(C)","Granit Xhaka Arsenal, 29, D(L),M(C)",29(2),2522,1.6,0.8,1.3,-,1.2,0.9,0.2,-,6.73,1,2,0.7,0.5,1.2,-,0.4,0.6,2,0.5,70.6,90.2,0.1,4.2,0.1
"171Ferran TorresMan City, 22, AM(LR),FW","Ferran Torres Man City, 22, AM(LR),FW",15(9),1306,0.5,0.1,0.7,-,0.3,0.5,-,-,6.76,7,2,1.5,0.8,0.7,0.2,0.9,1,2,0.8,16.9,85.2,0.1,0.4,-
"172Nicolas PépéArsenal, 26, AM(LR),FW","Nicolas Pépé Arsenal, 26, AM(LR),FW",16(13),1614,0.7,0.4,0.4,-,0.4,0.5,-,-,6.76,10,1,1.7,0.4,0.9,0.1,0.8,1.9,1,0.4,21.7,81.1,0.2,0.2,-
"173Ross BarkleyAston Villa, 28, M(CLR)","Ross Barkley Aston Villa, 28, M(CLR)",18(6),1537,0.3,0.2,0.5,-,0.3,0.5,-,-,6.75,3,1,1.6,1.6,0.7,0.2,1.3,1.6,1,1.6,30.3,84.8,0.8,1.4,-
"174Hugo LlorisTottenham, 35, GK","Hugo Lloris Tottenham, 35, GK",38,3420,-,-,-,-,0.5,-,-,-,6.75,-,-,-,-,0.1,-,-,-,-,-,23.6,69.3,-,4.8,-
"175Willy BolyWolves, 31, D(C)","Willy Boly Wolves, 31, D(C)",21,1880,1.6,1.5,0.7,0.2,4.0,0.5,0.6,-,6.75,1,1,0.7,0.1,0.4,-,0.1,0.5,1,0.1,49.3,82.5,-,1.9,-
"176Dan BurnBrighton, 30, D(CL),M(L)","Dan Burn Brighton, 30, D(CL),M(L)",23(4),2060,1.9,1.1,1.3,0.1,2.6,1,0.3,1,6.75,1,-,0.6,0.4,0.2,0.1,0.3,1,-,0.4,40.7,75.6,0.3,1.1,-
"177Sébastien HallerWest Ham, 27, FW","Sébastien Haller West Ham, 27, FW",10(6),935,0.9,0.3,1.5,0.1,0.4,1,0.1,-,6.75,3,-,1.6,0.6,0.9,0.6,1.4,2.6,-,0.6,15.3,64.1,0.1,0.6,-
"178Ezri KonsaAston Villa, 24, D(CR)","Ezri Konsa Aston Villa, 24, D(CR)",35(1),3193,0.7,0.8,0.5,0.4,4.4,0.1,1.3,-,6.75,2,-,0.6,0.1,1.5,-,0.2,0.5,-,0.1,35.8,84.7,-,2.1,-
"179Jarrod BowenWest Ham, 25, AM(CLR),FW","Jarrod Bowen West Ham, 25, AM(CLR),FW",30(8),2579,0.7,0.6,0.4,-,0.1,0.5,-,-,6.75,8,5,1.4,0.8,1.4,0.4,1.3,1.7,5,0.8,16.3,74.4,0.8,0.8,-
"180Matt DohertyTottenham, 30, D(LR),M(LR)","Matt Doherty Tottenham, 30, D(LR),M(LR)",13(4),1239,1.7,1.4,1.2,0.2,2.1,1.2,0.3,-,6.75,-,2,0.2,0.6,0.7,-,0.5,1.1,2,0.6,39.8,80.5,0.5,1.2,-
"161Pierre-Emerick AubameyangArsenal, 32, M(CLR),FW","Pierre-Emerick Aubameyang Arsenal, 32, M(CLR),FW",26(3),2337,0.4,0.2,0.4,-,0.5,0.6,-,1,6.78,10,3,2.0,0.8,0.6,0.6,0.7,1.3,3,0.8,21.5,78.0,0.3,0.4,-
"162Ben GodfreyEverton, 24, D(CLR)","Ben Godfrey Everton, 24, D(CLR)",29(2),2683,1.8,1.1,0.5,0.3,3.5,0.5,1.2,1,6.78,-,2,0.5,0.1,0.5,0.1,0.2,0.9,2,0.1,39.3,84.7,0.1,1.2,-
"163Che AdamsSouthampton, 25, AM(CL),FW","Che Adams Southampton, 25, AM(CL),FW",30(6),2675,0.7,0.1,0.8,0.1,0.5,0.3,0.1,-,6.77,9,5,1.5,1.0,1.5,0.5,1.2,2.4,5,1.0,16.9,70.3,-,0.7,0.2
"164Adam WebsterBrighton, 27, D(C)","Adam Webster Brighton, 27, D(C)",29,2595,1.0,1.6,0.8,0.3,2.9,0.4,0.6,-,6.77,1,-,0.9,0.2,0.5,-,0.2,0.9,-,0.2,63.4,80.9,-,3.4,-
"165Kyle BartleyWest Brom, 30, D(C)","Kyle Bartley West Brom, 30, D(C)",28(2),2584,0.9,1.3,1.0,0.5,5.3,0.4,1.2,-,6.77,3,1,0.5,0.2,0.3,0.2,0.1,0.3,1,0.2,27.6,77.1,-,1.7,-
"166Emile Smith RoweArsenal, 21, AM(CL)","Emile Smith Rowe Arsenal, 21, AM(CL)",18(2),1448,0.7,0.5,0.3,-,0.5,0.6,0.1,-,6.77,2,4,0.7,1.4,1.0,0.2,0.4,1.9,4,1.4,36.3,88.7,0.1,0.6,0.1
"167AllanEverton, 31, DMC","Allan Everton, 31, DMC",23(1),2052,3.3,0.8,1.5,0.1,1.0,2.8,0.5,-,6.77,-,-,0.3,0.7,1.3,-,0.8,0.9,-,0.7,44.0,85.6,-,2.4,-
"168Kyle WalkerMan City, 31, D(CR),M(R)","Kyle Walker Man City, 31, D(CR),M(R)",22(2),1947,1.2,0.6,1.0,0.3,0.9,0.3,0.3,-,6.77,1,1,0.4,0.3,0.5,-,0.7,0.7,1,0.3,72.2,90.2,0.1,3.7,-
"169Josh BrownhillBurnley, 26, M(CR)","Josh Brownhill Burnley, 26, M(CR)",32(1),2816,1.4,2.1,1.1,-,1.1,0.9,0.3,-,6.76,-,1,1.0,0.5,1.0,0.1,0.5,1.1,1,0.5,35.5,78.3,0.1,1.0,-
"170Aymeric LaporteMan City, 27, D(CL)","Aymeric Laporte Man City, 27, D(CL)",14(2),1343,0.8,0.7,0.6,0.6,1.8,0.3,0.4,-,6.76,-,-,0.4,0.3,0.6,0.1,0.1,0.5,-,0.3,79.6,91.1,-,2.9,-
"151Andreas ChristensenChelsea, 26, D(C),DMC","Andreas Christensen Chelsea, 26, D(C),DMC",15(2),1375,0.6,1.2,0.5,0.4,2.9,0.5,0.8,-,6.8,-,-,0.2,0.4,0.4,-,0.1,0.5,-,0.4,67.1,91.3,-,3.1,0.1
"152Joachim AndersenFulham, 25, D(C)","Joachim Andersen Fulham, 25, D(C)",30(1),2730,1.1,1.4,1.3,1.1,4.8,0.4,0.4,-,6.79,1,1,0.4,0.3,0.5,-,0.1,0.3,1,0.3,63.2,81.4,-,5.8,-
"153Karl DarlowNewcastle, 31, GK","Karl Darlow Newcastle, 31, GK",25,2250,-,-,-,-,1.7,-,-,-,6.79,-,-,-,-,0.2,-,-,-,-,-,25.1,45.7,-,7.4,-
"154Calum ChambersArsenal, 27, D(CR),DMC","Calum Chambers Arsenal, 27, D(CR),DMC",8(2),752,0.7,1,0.7,0.2,3.6,0.5,0.2,-,6.79,-,2,0.8,1.1,0.2,-,0.4,0.7,2,1.1,47.9,83.9,0.6,1.3,0.1
"155Rob HoldingArsenal, 26, D(CR)","Rob Holding Arsenal, 26, D(CR)",28(2),2558,1.4,0.8,0.8,0.5,4.0,0.6,0.9,1,6.79,-,1,0.5,0.1,0.2,0.1,0.2,0.4,1,0.1,60.1,87.0,-,3.1,-
"156Anwar El GhaziAston Villa, 27, AM(LR),FW","Anwar El Ghazi Aston Villa, 27, AM(LR),FW",17(11),1617,0.6,0.2,0.6,-,0.4,0.6,-,-,6.78,10,-,2.3,0.9,1,0.2,1.3,1.7,-,0.9,18.7,75.3,0.8,0.4,-
"157Conor HourihaneAston Villa, 31, M(C)","Conor Hourihane Aston Villa, 31, M(C)",3(1),228,-,-,0.3,-,0.5,0.5,-,-,6.78,1,1,1.3,1.3,-,-,-,0.3,1,1.3,33.3,87.2,1,1.0,-
"158Abdoulaye DoucouréEverton, 29, M(C)","Abdoulaye Doucouré Everton, 29, M(C)",29,2452,1.8,1.3,0.8,0.1,0.9,1,0.2,-,6.78,2,3,0.6,0.7,0.4,-,0.9,1.2,3,0.7,46.2,85.1,-,1.3,0.1
"159Amad DialloMan Utd, 19, AM(R)","Amad Diallo Man Utd, 19, AM(R)",2(1),167,1,-,0.7,-,0.3,-,0.3,-,6.78,-,1,0.3,0.7,1.3,-,1.7,1.7,1,0.7,21.0,82.5,-,0.7,0.3
"160Pablo FornalsWest Ham, 26, M(CLR)","Pablo Fornals West Ham, 26, M(CLR)",31(2),2583,1.3,1.1,0.8,-,0.2,1.9,-,-,6.78,5,4,1.5,0.9,0.5,0.2,0.6,1.1,4,0.9,32.1,79.4,0.2,0.8,-
"141Aaron CresswellWest Ham, 32, D(CL),M(L)","Aaron Cresswell West Ham, 32, D(CL),M(L)",36,3172,0.9,0.9,0.4,0.1,2.0,0.4,0.4,-,6.81,-,8,0.5,1.6,0.5,-,0.3,0.4,8,1.6,45.9,78.9,1.6,3.3,-
"142Chris WoodBurnley, 30, FW","Chris Wood Burnley, 30, FW",32(1),2750,0.4,-,1.2,-,0.6,0.4,0.1,-,6.81,12,3,2.1,0.7,0.7,0.7,1.3,2.4,3,0.7,19.8,65.1,-,0.1,-
"143Eberechi EzeCrystal Palace, 23, AM(CLR)","Eberechi Eze Crystal Palace, 23, AM(CLR)",29(5),2565,0.8,0.7,0.5,-,0.2,0.6,0.1,-,6.81,4,6,1.1,1.3,2.1,-,1.1,1.7,6,1.3,32.0,84.2,0.7,0.7,-
"144Rúben NevesWolves, 25, DMC","Rúben Neves Wolves, 25, DMC",31(5),2680,2.4,1.8,1.3,0.1,1.1,1.4,0.3,-,6.81,5,1,1.9,0.9,0.5,-,0.4,0.7,1,0.9,54.9,84.4,0.1,5.3,-
"145FernandinhoMan City, 37, D(CR),DMC","Fernandinho Man City, 37, D(CR),DMC",12(9),1185,1.5,1.1,1.0,0.1,0.8,1.1,0.1,-,6.81,-,2,0.7,0.7,0.5,-,0.2,0.3,2,0.7,48.3,87.2,-,2.2,-
"146Timo WernerChelsea, 26, AM(CLR),FW","Timo Werner Chelsea, 26, AM(CLR),FW",29(6),2608,0.6,0.2,0.8,-,0.2,1.0,-,-,6.81,6,8,2.3,1.0,0.9,0.8,0.8,2.5,8,1.0,22.3,78.8,0.3,0.2,-
"147Pascal StruijkLeeds, 22, D(C),DMC","Pascal Struijk Leeds, 22, D(C),DMC",22(5),2074,1.8,1.7,1.0,0.2,3.1,0.4,0.8,-,6.81,1,-,0.5,0.1,0.3,-,0.3,0.4,-,0.1,48.0,86.0,-,2.3,-
"148Tyrone MingsAston Villa, 29, D(CL)","Tyrone Mings Aston Villa, 29, D(CL)",36,3195,0.9,1.1,0.6,0.4,4.7,0.2,1.1,1,6.81,2,2,0.5,0.2,0.5,0.1,0.1,0.5,2,0.2,46.6,77.9,-,3.7,-
"149Jonjo ShelveyNewcastle, 30, M(C)","Jonjo Shelvey Newcastle, 30, M(C)",29(1),2617,1.3,1.2,1.0,-,1.3,0.9,0.5,-,6.8,1,3,1.4,1.2,0.3,-,0.2,0.6,3,1.2,46.7,76.4,0.7,5.8,-
"150Leandro TrossardBrighton, 27, M(CLR),FW","Leandro Trossard Brighton, 27, M(CLR),FW",30(5),2622,0.9,0.7,0.8,-,0.1,0.7,0.1,-,6.8,5,5,1.7,1.4,0.9,0.1,1.7,1.9,5,1.4,28.5,78.8,0.7,1.6,-
"131Lewis DunkBrighton, 30, D(C)","Lewis Dunk Brighton, 30, D(C)",33,2933,0.9,1.0,0.7,0.7,3.2,0.2,0.6,1,6.84,5,-,1.0,0.3,0.6,0.1,-,0.4,-,0.3,67.4,89.4,-,5.5,-
"132Kyle Walker-PetersSouthampton, 25, D(LR),M(R)","Kyle Walker-Peters Southampton, 25, D(LR),M(R)",30,2649,2.8,1.3,1.1,0.2,1.7,0.8,0.3,-,6.84,-,2,0.6,0.5,1.4,0.2,1.6,1.2,2,0.5,44.1,80.9,0.2,1.1,-
"133Danny IngsSouthampton, 29, AM(C),FW","Danny Ings Southampton, 29, AM(C),FW",26(3),2185,0.8,0.1,0.7,-,0.7,0.6,0.1,-,6.84,12,4,2.0,0.8,0.6,0.6,0.6,2.3,4,0.8,17.3,66.3,0.1,0.4,-
"134Callum WilsonNewcastle, 30, FW","Callum Wilson Newcastle, 30, FW",23(3),2086,0.5,0.3,1.5,-,0.5,0.4,0.1,-,6.84,12,5,1.9,0.7,1.6,0.8,1.5,2.8,5,0.7,13.1,69.5,-,0.1,-
"135TrézéguetAston Villa, 27, AM(LR)","Trézéguet Aston Villa, 27, AM(LR)",12(9),1166,1.6,0.9,1.9,-,0.6,1.5,-,-,6.83,2,1,1.7,0.6,0.9,0.2,0.6,1.3,1,0.6,13.7,75.7,0.2,0.6,-
"136Timothy CastagneLeicester, 26, D(CLR),M(LR)","Timothy Castagne Leicester, 26, D(CLR),M(LR)",27,2346,1.9,1.1,0.7,0.2,1.9,0.7,0.2,-,6.82,2,3,0.3,0.8,0.5,-,0.4,0.9,3,0.8,49.0,84.3,0.3,0.9,-
"137Pascal GroßBrighton, 30, M(CR),FW","Pascal Groß Brighton, 30, M(CR),FW",27(7),2482,1.3,0.7,0.6,-,0.4,0.9,0.1,-,6.82,3,8,0.9,2.1,0.5,0.1,0.5,1.0,8,2.1,41.9,81.6,2,2.7,-
"138FabinhoLiverpool, 28, D(CR),DMC","Fabinho Liverpool, 28, D(CR),DMC",28(2),2565,1.9,1.5,1.0,0.5,2.2,0.9,0.3,-,6.82,-,-,0.3,0.1,0.9,-,0.2,0.6,-,0.1,70.3,90.3,-,3.3,-
"139Stuart ArmstrongSouthampton, 30, AM(CLR)","Stuart Armstrong Southampton, 30, AM(CLR)",32(1),2774,1.8,0.7,1.0,0.1,0.6,1.5,-,-,6.82,4,5,1.7,1.1,1.1,0.1,2.1,2.3,5,1.1,37.5,80.7,0.2,1.0,0.1
"140Jordan HendersonLiverpool, 31, D(C),M(CLR)","Jordan Henderson Liverpool, 31, D(C),M(CLR)",20(1),1708,1.1,1.6,0.4,0.6,1.2,0.8,-,-,6.82,1,1,0.7,0.7,0.5,-,0.2,0.3,1,0.7,86.4,87.3,0.2,4.0,0.1
"121Tom CairneyFulham, 31, M(CR)","Tom Cairney Fulham, 31, M(CR)",9(1),759,0.9,-,0.4,-,0.1,0.3,-,-,6.84,1,1,1.2,1.7,1.8,0.1,1.1,1.5,1,1.7,59.4,92.3,1.2,4,-
"122Joël VeltmanBrighton, 30, D(CR),M(R)","Joël Veltman Brighton, 30, D(CR),M(R)",25(3),2283,2.4,1.2,1.2,0.2,2.1,1,0.2,-,6.84,1,1,0.5,0.8,1.4,-,0.3,0.6,1,0.8,44.6,77.7,0.7,2.5,-
"123Martin DúbravkaNewcastle, 33, GK","Martin Dúbravka Newcastle, 33, GK",13,1170,-,-,-,-,0.9,-,-,-,6.84,-,-,-,-,0.4,-,-,0.1,-,-,28.5,70.1,-,5.6,-
"124Oleksandr ZinchenkoMan City, 25, D(L),M(CLR)","Oleksandr Zinchenko Man City, 25, D(L),M(CLR)",15(5),1474,1.3,1.2,0.5,0.2,1.3,0.5,0.2,-,6.84,-,-,0.8,0.8,0.2,0.1,0.3,0.8,-,0.8,68.4,89.8,0.3,1.5,-
"125Antonee RobinsonFulham, 24, D(L),M(L)","Antonee Robinson Fulham, 24, D(L),M(L)",24(4),2162,1.6,1.3,0.7,0.1,1.9,0.6,0.1,-,6.84,-,-,0.4,1,0.3,-,0.8,1.6,-,1,37.4,74.9,1,1.2,-
"126Kelechi IheanachoLeicester, 25, AM(C),FW","Kelechi Iheanacho Leicester, 25, AM(C),FW",16(9),1458,0.5,0.1,1,-,-,0.5,-,-,6.84,12,2,2.4,1.1,0.5,0.4,1.4,2.3,2,1.1,20.2,79.8,0.2,0.4,0.2
"127João VirgíniaEverton, 22, GK","João Virgínia Everton, 22, GK",0(1),47,-,-,-,-,-,-,-,-,6.84,-,-,-,-,-,-,-,-,-,-,12.0,41.7,-,2,-
"128Terence KongoloFulham, 28, D(CL)","Terence Kongolo Fulham, 28, D(CL)",1,90,3,2,1,1,2,-,-,-,6.84,-,-,-,-,1,-,-,-,-,-,44.0,81.8,1,-,-
"129Anthony MartialMan Utd, 26, AM(LR),FW","Anthony Martial Man Utd, 26, AM(LR),FW",17(5),1488,0.1,-,0.7,-,0.4,0.5,0.1,-,6.84,4,3,2,0.8,1.2,0.7,1.7,2.3,3,0.8,21.9,84.4,-,0.2,-
"130James McArthurCrystal Palace, 34, M(CLR)","James McArthur Crystal Palace, 34, M(CLR)",17(1),1471,3.2,1.3,1.8,0.1,1.6,1.3,0.2,-,6.84,-,2,0.3,0.8,0.8,-,0.6,0.9,2,0.8,42.9,81.7,0.1,1.9,-
"111Nick PopeBurnley, 30, GK","Nick Pope Burnley, 30, GK",32,2880,-,0.1,0.1,-,1.3,-,-,-,6.86,-,-,-,0.1,0.2,-,-,0.1,-,0.1,26.2,44.6,-,8.7,-
"112Tanguy NdombeleTottenham, 25, M(C)","Tanguy Ndombele Tottenham, 25, M(C)",28(5),2108,1.2,0.6,0.8,-,0.3,0.8,0.1,-,6.86,3,2,0.5,0.4,1.8,-,1,1.7,2,0.4,35.5,85.6,0.1,0.6,0.1
"113Yerry MinaEverton, 27, D(C)","Yerry Mina Everton, 27, D(C)",23(1),1939,0.9,1.0,0.9,0.3,4.5,0.2,1,-,6.86,2,-,0.7,-,0.5,-,-,0.1,-,-,52.4,90.1,-,2.2,-
"114N'Golo KantéChelsea, 31, DMC","N'Golo Kanté Chelsea, 31, DMC",24(6),2146,2.6,2.0,1.2,-,0.9,1,0.1,-,6.86,-,2,0.3,0.7,0.2,-,0.5,1.6,2,0.7,51.0,86.5,-,2.3,-
"115Toby AlderweireldTottenham, 33, D(CR)","Toby Alderweireld Tottenham, 33, D(CR)",25,2241,1.4,0.4,0.7,0.7,4.6,0.5,1.1,1,6.86,1,-,0.4,0.3,0.1,-,0.1,0.1,-,0.3,57.5,82.5,-,4.4,0.1
"116Dani CeballosArsenal, 25, M(CL)","Dani Ceballos Arsenal, 25, M(CL)",17(8),1616,1.5,1.4,0.9,0.1,0.6,1.2,0.2,-,6.85,-,3,0.5,1.1,1,-,0.6,0.9,3,1.1,50.9,87.2,0.4,2.8,0.1
"117Bertrand TraoréAston Villa, 26, AM(R),FW","Bertrand Traoré Aston Villa, 26, AM(R),FW",29(7),2338,0.7,0.4,0.9,-,0.3,0.7,-,-,6.85,7,6,1.8,1,1.1,0.2,0.7,1.9,6,1,19.4,77.7,0.6,1.2,0.1
"118Fikayo TomoriChelsea, 24, D(CR)","Fikayo Tomori Chelsea, 24, D(CR)",0(1),45,2,2.0,1.0,-,8.0,-,1,-,6.85,-,-,-,-,-,-,-,-,-,-,29.0,96.6,-,-,-
"119Gaetano BerardiLeeds, 33, D(CLR)","Gaetano Berardi Leeds, 33, D(CLR)",1(1),114,1,0.5,0.5,-,1.0,-,0.5,-,6.85,-,-,0.5,-,-,-,-,-,-,-,27.5,83.6,-,1,-
